RespId,weight,age,Education,race,gender,income_cat,voter_category,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10
474097,1.188,29,Some college,White,Female,$40-75k,sporadic,1,1,2,1,1,1,2,2,1,4,1,1,1,3,2,1,2,2,2,1,1,1,2,1,3,1,3,2,3,3,2,2,3,2,1,1,3,4,4,2,2,2,2,2,2,1,2,2,2,5,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,-1,-1,-1,1,-1,1,1,NA,2,3,2,1,1,1,2,2,2,1,1,-1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474098,1.3447,33,Some college,White,Female,$40-75k,sporadic,1,4,4,2,4,2,4,2,2,1,1,3,3,1,1,1,2,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,3,2,4,4,4,4,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,NA,3,4,4,4,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,1,-1,-1,-1,-1,1,-1
474099,0.885,68,Some college,White,Female,Less than $40k,always,1,1,1,2,1,1,1,1,1,2,4,2,3,3,2,3,3,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,4,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,-1,3,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474100,0.7083,73,College,White,Male,$75-125k,always,1,1,1,2,4,1,3,2,2,4,2,1,1,4,4,2,1,3,3,3,3,3,2,1,3,1,4,3,2,2,2,2,1,2,3,2,2,4,4,2,1,2,2,2,2,2,2,2,2,5,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474103,1.0881,64,High school or less,Other/Mixed,Female,Less than $40k,sporadic,1,-1,3,1,1,1,1,1,4,1,1,4,3,4,2,1,3,1,1,1,4,4,1,2,4,1,4,4,2,4,4,4,4,1,1,1,3,4,4,2,1,1,2,2,2,2,2,1,2,3,3,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,3,NA,2,2,4,3,1,1,2,1,1,2,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1
474105,0.9078,34,College,Hispanic,Female,$125k or more,sporadic,1,1,1,1,3,2,1,2,1,2,1,2,4,3,1,1,2,1,1,1,2,2,1,1,3,1,3,3,3,2,3,4,4,1,1,1,3,4,4,2,2,2,2,2,2,1,2,2,2,2,5,1,1,1,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,NA,3,3,3,1,1,1,1,1,1,2,1,-1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474107,1.0762,58,Some college,White,Female,Less than $40k,always,1,1,2,2,1,1,2,1,1,2,3,2,2,3,2,1,2,2,2,2,2,3,2,2,2,1,2,3,1,1,2,2,2,1,1,1,4,4,3,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,3,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,NA,3,2,2,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474110,1.2787,52,High school or less,White,Female,$40-75k,sporadic,1,1,1,1,2,1,1,1,1,4,1,1,2,3,4,2,1,2,2,2,2,1,2,1,2,1,4,3,3,3,3,2,1,3,4,1,1,4,3,2,2,2,2,2,1,1,2,1,2,5,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,NA,2,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474112,1.1888,40,Some college,White,Male,$40-75k,sporadic,1,1,2,3,1,4,1,1,1,1,4,3,4,2,1,4,4,2,3,3,4,4,2,1,3,1,1,2,2,4,2,2,4,2,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474113,0.4651,68,Some college,Black,Male,$75-125k,always,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,3,1,4,1,2,1,2,2,2,3,1,1,1,4,2,2,2,2,2,2,1,1,2,2,2,5,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474114,0.7978,64,Some college,White,Male,Less than $40k,sporadic,1,2,4,3,4,2,3,3,2,3,4,3,3,3,2,2,3,3,2,2,3,1,2,2,3,1,4,4,3,2,4,3,4,2,2,3,2,3,3,1,1,1,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,NA,3,1,2,2,2,2,2,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
474115,1.0458,26,High school or less,White,Male,$40-75k,rarely/never,1,1,3,3,3,1,3,1,1,4,1,2,4,1,1,1,4,1,4,4,4,4,4,2,3,1,2,3,2,2,4,2,4,2,2,1,2,4,3,2,1,1,2,2,2,2,2,2,2,5,5,2,2,2,2,4,2,2,2,2,2,2,1,1,2,2,1,1,1,-1,1,1,-1,-1,1,-1,2,2,1,3,1,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
474116,1.1966,27,Some college,White,Female,$40-75k,rarely/never,1,1,2,1,1,1,1,1,2,3,4,4,4,1,1,3,3,1,2,2,4,4,1,1,3,1,2,2,3,2,3,2,4,1,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,2,1,-1,-1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474118,0.7367,33,College,Hispanic,Male,$125k or more,rarely/never,1,1,1,4,3,1,1,4,1,4,1,3,4,2,2,1,2,4,3,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,2,3,1,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
474120,1.0143,53,High school or less,White,Male,Less than $40k,sporadic,1,2,2,3,3,1,3,1,2,2,3,4,4,2,2,2,4,3,2,4,3,2,3,2,2,2,2,3,2,1,3,1,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,NA,1,3,2,2,2,1,2,1,2,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
474121,0.8184,73,College,White,Male,$75-125k,always,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,3,3,2,2,2,3,2,2,1,1,1,2,1,3,2,2,2,1,2,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474122,0.3965,76,Some college,Black,Male,Less than $40k,sporadic,1,1,1,1,3,1,2,1,1,4,1,1,2,4,4,3,1,1,2,2,2,2,2,1,3,1,4,3,2,3,2,2,2,2,2,1,3,3,4,2,2,2,2,2,2,2,2,2,2,5,1,3,1,1,1,3,2,2,2,2,2,2,2,1,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474123,0.8404,63,Some college,White,Female,Less than $40k,sporadic,1,1,1,1,1,2,1,1,1,1,4,4,4,2,1,3,3,4,4,4,4,4,1,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,3,2,1,1,2,1,2,2,2,1,2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,1,2,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474125,1.1354,38,High school or less,White,Female,$40-75k,rarely/never,1,1,2,1,2,3,2,1,2,3,2,4,4,2,1,2,3,1,2,2,3,2,3,1,3,1,2,3,1,3,3,2,4,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,4,2,2,2,2,2,2,2,1,2,1,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,3,1,2,2,1,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
474127,0.9067,76,Some college,White,Male,$40-75k,always,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,2,3,3,3,4,4,3,2,2,1,2,4,2,2,3,3,4,1,1,1,3,4,4,2,2,2,2,2,2,1,1,2,2,1,5,3,1,3,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,NA,3,2,2,1,1,1,2,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474128,0.9116,71,High school or less,White,Male,$40-75k,sporadic,1,1,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,1,3,3,2,2,2,2,2,3,2,1,3,3,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,3,NA,2,1,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
474130,0.6541,75,High school or less,Hispanic,Male,Less than $40k,sporadic,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,1,1,2,2,2,2,2,1,3,1,3,3,2,1,3,2,4,1,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,NA,2,2,2,1,1,1,2,1,2,2,1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474131,0.7309,25,College,White,Male,Less than $40k,rarely/never,1,1,2,2,3,1,2,2,1,3,2,2,2,4,3,2,2,2,1,1,1,3,1,1,3,1,4,3,2,1,2,2,2,3,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,-1,1,-1,1,-1,1,1,NA,2,1,1,1,1,1,1,2,2,2,1,1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474132,0.5563,49,Some college,Hispanic,Male,$40-75k,sporadic,1,2,2,2,4,1,3,2,2,3,2,1,1,3,3,1,2,1,1,4,1,1,4,1,3,1,4,4,2,2,4,1,2,2,3,2,1,4,4,2,2,2,2,2,2,2,2,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,NA,2,1,2,2,2,2,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
474133,0.7988,67,College,White,Female,$40-75k,sporadic,1,1,1,1,2,1,1,1,1,3,1,1,3,4,2,3,1,1,1,1,1,3,1,1,4,1,4,3,3,2,2,2,2,1,1,1,2,4,4,2,2,1,2,1,2,1,1,2,2,5,1,2,1,1,1,3,2,2,2,2,2,2,2,1,2,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474134,0.8184,61,College,White,Male,$75-125k,sporadic,1,1,1,1,3,1,3,1,1,4,2,1,1,3,2,3,2,1,2,2,2,2,2,1,2,1,4,3,2,1,2,1,2,2,1,1,3,4,4,2,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474135,1.9154,42,High school or less,White,Female,Less than $40k,rarely/never,1,4,4,4,4,1,4,1,1,4,1,1,3,3,1,1,1,2,1,1,4,2,1,2,4,1,4,4,4,4,4,2,4,4,2,2,1,4,2,2,2,2,2,1,2,2,2,1,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,1,-1,2,2,2,3,2,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
474136,1.0064,84,High school or less,White,Female,$75-125k,always,1,1,2,2,3,1,2,1,3,1,4,2,1,3,2,2,2,3,2,2,4,4,2,1,1,1,3,3,1,2,2,2,2,2,1,2,3,3,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,NA,2,1,3,1,1,1,2,1,2,1,1,-1,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474139,1.5804,53,High school or less,White,Male,Less than $40k,rarely/never,1,1,2,1,2,1,1,1,1,1,2,4,4,3,1,2,4,1,1,1,1,1,1,1,3,2,1,3,3,3,3,4,4,2,3,1,4,4,4,1,1,2,2,2,2,2,2,1,2,1,-1,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474140,0.9577,22,Some college,White,Male,Less than $40k,always,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,3,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,3,3,2,4,3,2,1,1,2,1,2,2,1,1,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474141,0.991,64,High school or less,White,Male,$40-75k,sporadic,1,1,1,2,1,1,1,1,2,1,2,2,4,2,1,2,2,1,2,2,3,2,2,1,2,1,1,3,2,2,3,2,4,2,2,1,3,2,4,2,2,2,2,2,2,1,1,2,2,2,4,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,NA,1,3,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474142,1.1354,62,High school or less,White,Female,$125k or more,sporadic,1,2,2,2,2,2,2,1,1,2,2,2,3,3,2,3,2,2,3,4,4,4,4,1,4,1,4,3,2,2,2,2,3,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474143,0.9636,63,High school or less,White,Female,$75-125k,always,1,1,1,1,1,1,-1,1,2,1,2,4,4,1,1,3,3,1,1,2,4,2,1,1,2,1,1,2,2,3,2,2,4,1,2,1,4,4,4,2,2,2,2,2,2,1,2,2,2,1,5,1,1,1,4,4,2,2,2,2,2,2,2,1,2,2,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474144,0.9936,29,College,White,Female,$40-75k,sporadic,1,1,2,3,3,2,2,1,1,4,2,4,4,4,1,1,4,3,1,2,3,2,1,2,4,1,2,4,1,2,3,2,4,1,2,1,2,3,4,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,1,1,1,1,1,-1,1,1,NA,1,1,3,1,2,2,2,1,2,1,1,-1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474145,0.7607,27,College,White,Male,$40-75k,rarely/never,1,1,1,1,3,1,2,1,1,4,1,1,1,4,2,3,1,2,1,1,2,2,2,1,2,1,4,3,2,1,2,2,2,2,1,2,1,3,4,2,2,2,2,2,2,1,2,2,2,4,1,2,2,1,2,3,1,2,2,2,2,2,1,1,2,2,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474146,0.8072,27,College,Black,Female,$40-75k,rarely/never,1,1,2,1,4,1,3,3,2,4,1,1,1,4,1,2,2,1,1,1,2,1,1,1,2,1,4,3,2,2,3,3,3,4,3,1,1,4,4,2,2,2,2,2,2,1,2,1,2,5,1,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474147,1.0014,59,College,Other/Mixed,Female,$125k or more,sporadic,1,1,2,2,3,1,2,3,1,3,2,1,2,4,2,2,1,1,2,4,2,3,2,1,-1,2,3,4,3,2,3,2,3,2,1,2,2,4,4,2,2,2,2,1,2,2,2,2,2,3,1,1,2,1,1,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,NA,2,1,3,1,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474148,0.5504,50,College,Black,Male,$125k or more,always,1,1,2,1,4,1,3,2,2,4,1,1,1,4,2,2,1,1,1,1,2,1,1,1,3,1,4,2,3,2,2,2,2,2,1,1,2,4,4,2,2,2,2,2,2,1,2,2,2,5,1,3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,NA,2,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474150,1.4312,61,High school or less,White,Female,Less than $40k,rarely/never,1,2,3,1,1,1,1,1,1,1,4,1,4,2,2,2,1,1,1,2,1,1,1,1,1,2,4,4,2,1,4,1,4,4,4,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,2,4,1,1,2,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,-1,-1,-1,-1,1,-1,-1
474151,0.7158,65,College,White,Male,$75-125k,sporadic,1,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,4,4,3,4,4,3,1,3,2,1,4,1,2,4,2,3,1,3,1,4,3,4,2,2,2,2,2,2,1,2,2,2,1,3,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474153,0.3922,63,College,Black,Female,$40-75k,always,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,3,2,2,2,1,3,1,2,2,2,2,3,2,2,3,1,2,2,3,4,2,1,2,2,1,2,2,2,2,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474155,0.9274,75,Some college,White,Female,$75-125k,rarely/never,1,1,4,1,2,1,2,1,2,1,3,2,2,4,2,1,1,1,2,2,1,1,1,1,4,-1,4,2,1,2,2,2,2,1,2,1,3,4,4,2,2,2,2,2,2,2,2,1,2,3,1,3,2,3,3,3,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,-1,1,-1,1,1,1,NA,-1,1,1,1,2,1,2,1,1,1,1,1,1,1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474156,1.178,50,Some college,White,Female,$75-125k,rarely/never,1,3,2,2,4,1,2,3,1,1,4,2,2,3,2,2,2,4,3,3,3,3,2,2,4,1,3,3,2,2,4,3,3,2,2,3,3,3,4,2,2,2,2,2,2,2,1,2,2,3,3,2,-1,3,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
474157,0.7492,64,High school or less,Black,Female,Less than $40k,sporadic,1,1,1,1,1,2,1,1,2,1,1,2,4,4,2,2,2,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,3,2,3,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,3,3,2,2,1,2,2,2,2,2,2,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,NA,2,2,2,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474158,0.396,67,College,Hispanic,Female,Less than $40k,always,1,1,2,1,2,1,1,1,1,2,3,2,4,1,2,2,3,1,2,1,1,3,3,1,3,1,4,3,2,2,2,2,2,2,2,2,1,4,4,2,1,1,2,2,2,1,2,1,2,4,2,1,1,1,2,3,2,1,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474159,0.7621,75,High school or less,Hispanic,Male,$75-125k,always,1,1,2,1,1,1,1,1,2,1,3,3,2,2,2,2,1,3,4,3,3,2,3,1,3,1,3,3,2,2,3,2,3,3,2,2,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,NA,2,3,2,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474160,1.6103,65,High school or less,White,Female,$40-75k,always,1,1,2,2,1,1,1,1,1,1,2,4,3,3,3,3,4,1,3,3,3,3,3,1,3,1,4,2,2,1,3,2,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,5,1,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474162,0.8216,29,College,Hispanic,Male,$125k or more,sporadic,1,2,2,3,3,2,3,2,2,4,1,1,1,3,1,1,2,2,1,2,2,3,4,1,3,2,3,4,3,2,4,4,3,4,1,2,2,4,4,2,2,2,2,2,2,1,2,2,2,4,4,2,2,2,3,4,2,2,2,1,2,2,2,1,2,2,-1,1,1,1,-1,1,1,-1,1,-1,1,1,NA,3,3,3,1,1,1,1,1,2,2,1,1,1,-1,1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474164,0.9264,74,College,White,Male,$125k or more,always,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1,1,3,2,1,1,1,3,1,4,2,2,1,1,1,1,1,1,1,4,4,4,2,1,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,1,1,1,-1,-1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474165,0.8044,29,College,Other/Mixed,Male,$40-75k,rarely/never,1,2,4,3,4,2,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,-1,1,1,-1,1,3,NA,3,3,4,3,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
